# zCosmos template for highz blue galaxies
# with stron EL
# created by OlF in august 2005
#               lambda1            flux    
      2143.891432166095    2.986950E-19    
      2145.248898267742    3.445734E-19    
      2146.606364369389    3.587149E-19    
      2147.963830471034    3.323566E-19    
      2149.321296572681    3.186072E-19    
      2150.678762674327    3.181878E-19    
      2152.036228775974    2.929449E-19    
      2153.393694877621    2.693260E-19    
      2154.751160979267    2.842593E-19    
      2156.108627080913    2.974852E-19    
       2157.46609318256    2.957561E-19    
      2158.823559284206    3.020753E-19    
      2160.181025385852    3.066755E-19    
      2161.538491487499    2.977241E-19    
      2162.895957589145    3.005374E-19    
      2164.253423690792    3.050498E-19    
      2165.610889792438    2.927133E-19    
      2166.968355894085    2.880875E-19    
      2168.325821995731    2.984658E-19    
      2169.683288097377    3.113993E-19    
      2171.040754199024    3.256633E-19    
       2172.39822030067    3.286355E-19    
      2173.755686402317    3.159649E-19    
      2175.113152503963    3.008427E-19    
      2176.470618605609    3.070075E-19    
      2177.828084707256    3.208070E-19    
      2179.185550808902    3.117541E-19    
      2180.543016910549    3.018988E-19    
      2181.900483012195    3.041039E-19    
      2183.257949113842    3.167127E-19    
      2184.615415215488    3.352484E-19    
      2185.972881317135    3.324034E-19    
      2187.330347418781    3.295684E-19    
      2188.687813520427    3.429084E-19    
      2190.045279622074    3.263770E-19    
       2191.40274572372    2.966747E-19    
      2192.760211825367    2.797296E-19    
      2194.117677927013    2.825972E-19    
      2195.475144028659    3.101130E-19    
      2196.832610130306    3.300173E-19    
      2198.190076231952    3.364266E-19    
      2199.547542333599    3.334923E-19    
      2200.905008435245    3.248719E-19    
      2202.262474536892    3.191700E-19    
      2203.619940638538    3.080875E-19    
      2204.977406740185    3.029090E-19    
      2206.334872841831    3.116691E-19    
      2207.692338943477    3.134551E-19    
      2209.049805045124    3.178111E-19    
       2210.40727114677    3.235910E-19    
      2211.764737248417    2.893737E-19    
      2213.122203350063    2.630749E-19    
      2214.479669451709    2.832848E-19    
      2215.837135553356    2.984700E-19    
      2217.194601655002    2.966690E-19    
      2218.552067756649    2.830175E-19    
      2219.909533858295    2.721629E-19    
      2221.266999959942    2.826104E-19    
      2222.624466061588    2.970305E-19    
      2223.981932163235    3.079074E-19    
      2225.339398264881    3.298744E-19    
      2226.696864366527    3.573982E-19    
      2228.054330468173    3.763645E-19    
       2229.41179656982    3.921404E-19    
      2230.769262671467    3.977633E-19    
      2232.126728773113    4.041258E-19    
       2233.48419487476    3.940498E-19    
      2234.841660976406    3.474765E-19    
      2236.199127078052    3.155079E-19    
      2237.556593179699    2.961175E-19    
      2238.914059281345    2.683818E-19    
      2240.271525382992    2.555548E-19    
      2241.628991484638    2.728505E-19    
      2242.986457586285    2.963885E-19    
      2244.343923687931    2.856421E-19    
      2245.701389789577    2.638365E-19    
      2247.058855891224    2.606747E-19    
       2248.41632199287    2.665509E-19    
      2249.773788094517    2.574480E-19    
      2251.131254196163    2.580275E-19    
      2252.488720297809    2.903258E-19    
      2253.846186399456    3.151303E-19    
      2255.203652501102    2.957762E-19    
      2256.561118602748    2.644119E-19    
      2257.918584704396    2.643127E-19    
      2259.276050806041    2.829270E-19    
      2260.633516907688    2.910926E-19    
      2261.990983009334    2.868045E-19    
       2263.34844911098    2.844275E-19    
      2264.705915212627    2.860367E-19    
      2266.063381314273    2.778379E-19    
       2267.42084741592    2.562660E-19    
      2268.778313517566    2.510669E-19    
      2270.135779619212    2.597001E-19    
      2271.493245720859    2.763421E-19    
      2272.850711822506    2.971947E-19    
      2274.208177924152    3.022279E-19    
      2275.565644025799    2.960968E-19    
      2276.923110127445    2.847102E-19    
      2278.280576229091    2.642642E-19    
      2279.638042330737    2.523972E-19    
      2280.995508432384    2.603146E-19    
      2282.352974534031    2.718849E-19    
      2283.710440635677    2.768128E-19    
      2285.067906737324    2.797990E-19    
       2286.42537283897    2.844344E-19    
      2287.782838940616    2.893455E-19    
      2289.140305042263    2.950205E-19    
      2290.497771143909    2.947825E-19    
      2291.855237245556    2.765899E-19    
      2293.212703347202    2.568884E-19    
      2294.570169448848    2.508726E-19    
      2295.927635550495    2.981845E-19    
      2297.285101652141    3.170471E-19    
      2298.642567753788    2.655833E-19    
      2300.000033855434    2.527398E-19    
