# lambda	flux
 1002.26143646 0.00915008404071
 1003.26143646 0.00917364388406
 1004.26143646 0.00919720372741
 1005.26143646 0.00922076357076
 1006.26143646 0.0092443234141
 1007.26143646 0.00926788325745
 1008.26143646 0.0092914431008
 1009.26143646 0.00931500294415
 1010.26143646 0.00933856278749
 1011.26143646 0.00936212263084
 1012.26143646 0.00938568247419
 1013.26143646 0.00940924231754
 1014.26143646 0.00943280216088
 1015.26143646 0.00945636200423
 1016.26143646 0.00947992184758
 1017.26143646 0.00950348169092
 1018.26143646 0.00952704153427
 1019.26143646 0.00955060137762
 1020.26143646 0.00957416122097
 1021.26143646 0.00959772106431
 1022.26143646 0.00962128090766
 1023.26143646 0.00964484075101
 1024.26143646 0.00966840059436
 1025.26143646 0.0096919604377
 1026.26143646 0.00971552028105
 1027.26143646 0.0097390801244
 1028.26143646 0.00976263996775
 1029.26143646 0.00978619981109
 1030.26143646 0.00980975965444
 1031.26143646 0.00983331949779
 1032.26143646 0.00985687934114
 1033.26143646 0.00988043918448
 1034.26143646 0.00990399902783
 1035.26143646 0.00992755887118
 1036.26143646 0.010109049655
 1037.26143646 0.0103200411409
 1038.26143646 0.0105310326269
 1039.26143646 0.0107420241128
 1040.26143646 0.0109530155988
