# lambda	flux
 582.27839661 2.29466951394e-11
 583.27839661 2.45320930229e-11
 584.27839661 2.60253886562e-11
 585.27839661 2.74159089438e-11
 586.27839661 2.86860192285e-11
 587.27839661 2.98204426845e-11
 588.27839661 3.0806723331e-11
 589.27839661 3.16292910891e-11
 590.27839661 3.22583080994e-11
 591.27839661 3.2732127623e-11
 592.27839661 3.30630271804e-11
 593.27839661 3.32692968777e-11
 594.27839661 3.33754235418e-11
 595.27839661 3.34121154411e-11
 596.27839661 3.34300511225e-11
 597.27839661 3.34979639262e-11
 598.27839661 3.36743103635e-11
 599.27839661 3.40226177736e-11
 600.27839661 3.46108453673e-11
 601.27839661 3.55107200361e-11
 602.27839661 3.69098976895e-11
 603.27839661 3.8826261453e-11
 604.27839661 4.13224604826e-11
 605.27839661 4.44638259306e-11
 606.27839661 4.83084695451e-11
 607.27839661 5.29053028397e-11
 608.27839661 5.84481802831e-11
 609.27839661 6.48381632261e-11
 610.27839661 7.20183643436e-11
 611.27839661 7.99503811358e-11
 612.27839661 8.85742609711e-11
 613.27839661 9.78077871916e-11
 614.27839661 1.07588774313e-10
 615.27839661 1.1766462801e-10
 616.27839661 1.27809734499e-10
 617.27839661 1.37814024211e-10
 618.27839661 1.47447385865e-10
 619.27839661 1.56461863163e-10
 620.27839661 1.64421625649e-10
 621.27839661 1.70942009959e-10
 622.27839661 1.75847428678e-10
 623.27839661 1.7887257219e-10
 624.27839661 1.79770944686e-10
 625.27839661 1.78321479664e-10
 626.27839661 1.74056952057e-10
 627.27839661 1.66725810309e-10
 628.27839661 1.56688108064e-10
 629.27839661 1.4403379137e-10
 630.27839661 1.2894600202e-10
 631.27839661 1.11709276765e-10
 632.27839661 9.26519032649e-11
 633.27839661 7.25386024751e-11
 634.27839661 5.25135974682e-11
 635.27839661 3.3593349006e-11
 636.27839661 1.69626677277e-11
 637.27839661 4.48116296193e-12
 638.27839661 1.52381714196e-13
 639.27839661 1e-24
 640.27839661 1.09104614674e-11
 641.27839661 3.54501917422e-11
 642.27839661 7.58176089212e-11
 643.27839661 1.34391441206e-10
 644.27839661 2.14547363546e-10
 645.27839661 3.2622536993e-10
 646.27839661 4.68246937643e-10
 647.27839661 6.44482591559e-10
 648.27839661 8.58981521595e-10
 649.27839661 1.11596221038e-09
 650.27839661 1.41979980484e-09
 651.27839661 1.78849815359e-09
 652.27839661 2.21735712744e-09
 653.27839661 2.71053974241e-09
 654.27839661 3.27315445191e-09
 655.27839661 3.91040538724e-09
 656.27839661 4.62758012692e-09
 657.27839661 5.44848148436e-09
 658.27839661 8.50038777444e-08
 659.27839661 1.7938167999e-07
 660.27839661 2.73759482236e-07
 661.27839661 3.68137284482e-07
 662.27839661 4.62515086728e-07
 663.27839661 5.56892888974e-07
 664.27839661 6.5127069122e-07
 665.27839661 7.45648493466e-07
 666.27839661 8.40026295712e-07
 667.27839661 9.34404097958e-07
 668.27839661 1.0287819002e-06
 669.27839661 1.12315970245e-06
 670.27839661 1.2175375047e-06
 671.27839661 1.31191530694e-06
 672.27839661 1.40629310919e-06
 673.27839661 1.50067091143e-06
 674.27839661 1.59504871368e-06
 675.27839661 1.68942651593e-06
 676.27839661 1.78380431817e-06
 677.27839661 1.87818212042e-06
 678.27839661 1.97255992266e-06
 679.27839661 2.06693772491e-06
 680.27839661 2.16131552716e-06
 681.27839661 2.2556933294e-06
 682.27839661 2.35007113165e-06
 683.27839661 2.44444893389e-06
 684.27839661 2.53882673614e-06
 685.27839661 2.63320453839e-06
 686.27839661 2.72758234063e-06
 687.27839661 2.82196014288e-06
 688.27839661 2.91633794512e-06
 689.27839661 3.01071574737e-06
 690.27839661 3.10509354962e-06
 691.27839661 3.19947135186e-06
 692.27839661 3.29384915411e-06
 693.27839661 3.38822695635e-06
 694.27839661 3.4826047586e-06
 695.27839661 3.57698256085e-06
 696.27839661 3.67136036309e-06
 697.27839661 3.76573816534e-06
 698.27839661 3.86011596758e-06
 699.27839661 3.95449376983e-06
 700.27839661 4.04887157208e-06
 701.27839661 4.14324937432e-06
 702.27839661 4.23762717657e-06
 703.27839661 4.33200497881e-06
 704.27839661 4.42638278106e-06
 705.27839661 4.52076058331e-06
 706.27839661 4.61513838555e-06
 707.27839661 4.7095161878e-06
 708.27839661 4.80389399004e-06
 709.27839661 4.89827179229e-06
 710.27839661 4.99264959454e-06
 711.27839661 5.08702739678e-06
 712.27839661 5.18140519903e-06
 713.27839661 5.27578300127e-06
 714.27839661 5.37016080352e-06
 715.27839661 5.46453860577e-06
 716.27839661 5.55891640801e-06
 717.27839661 5.65329421026e-06
 718.27839661 5.7476720125e-06
 719.27839661 5.84204981475e-06
 720.27839661 5.936427617e-06
 721.27839661 6.03080541924e-06
 722.27839661 6.12518322149e-06
 723.27839661 6.21956102374e-06
 724.27839661 6.31393882598e-06
 725.27839661 6.40831662823e-06
 726.27839661 6.50269443047e-06
 727.27839661 6.59707223272e-06
 728.27839661 6.69145003497e-06
 729.27839661 6.78582783721e-06
 730.27839661 6.88020563946e-06
 731.27839661 6.9745834417e-06
 732.27839661 7.06896124395e-06
 733.27839661 7.1633390462e-06
 734.27839661 7.25771684844e-06
 735.27839661 7.35209465069e-06
 736.27839661 7.44647245293e-06
 737.27839661 7.54085025518e-06
 738.27839661 7.63522805743e-06
 739.27839661 7.72960585967e-06
 740.27839661 7.82398366192e-06
 741.27839661 7.91836146416e-06
 742.27839661 8.01273926641e-06
 743.27839661 8.10711706866e-06
 744.27839661 8.2014948709e-06
 745.27839661 8.29587267315e-06
 746.27839661 8.39025047539e-06
 747.27839661 8.48462827764e-06
 748.27839661 8.57900607989e-06
 749.27839661 8.67338388213e-06
 750.27839661 8.76776168438e-06
 751.27839661 8.86213948662e-06
 752.27839661 8.95651728887e-06
 753.27839661 9.05089509112e-06
 754.27839661 9.14527289336e-06
 755.27839661 9.23965069561e-06
 756.27839661 9.33402849785e-06
 757.27839661 9.4284063001e-06
 758.27839661 9.52278410235e-06
 759.27839661 9.61716190459e-06
 760.27839661 9.71153970684e-06
 761.27839661 9.80591750908e-06
 762.27839661 9.90029531133e-06
 763.27839661 9.99467311358e-06
 764.27839661 1.00890509158e-05
 765.27839661 1.01834287181e-05
 766.27839661 1.02778065203e-05
 767.27839661 1.03721843226e-05
 768.27839661 1.04665621248e-05
 769.27839661 1.05609399271e-05
 770.27839661 1.06553177293e-05
 771.27839661 1.07496955315e-05
 772.27839661 1.08440733338e-05
 773.27839661 1.0938451136e-05
 774.27839661 1.10328289383e-05
 775.27839661 1.11272067405e-05
 776.27839661 1.12215845428e-05
 777.27839661 1.1315962345e-05
 778.27839661 1.14103401473e-05
 779.27839661 1.15047179495e-05
 780.27839661 1.15990957518e-05
 781.27839661 1.1693473554e-05
 782.27839661 1.17878513562e-05
 783.27839661 1.18822291585e-05
 784.27839661 1.19766069607e-05
 785.27839661 1.2070984763e-05
 786.27839661 1.21653625652e-05
 787.27839661 1.22597403675e-05
 788.27839661 1.23541181697e-05
 789.27839661 1.2448495972e-05
 790.27839661 1.25428737742e-05
 791.27839661 1.26372515765e-05
 792.27839661 1.27316293787e-05
 793.27839661 1.2826007181e-05
 794.27839661 1.29203849832e-05
 795.27839661 1.30147627854e-05
 796.27839661 1.31091405877e-05
 797.27839661 1.32035183899e-05
 798.27839661 1.32978961922e-05
 799.27839661 1.33922739944e-05
 800.27839661 1.34866517967e-05
 801.27839661 1.35480084841e-05
 802.27839661 1.34249500135e-05
 803.27839661 1.33018915429e-05
 804.27839661 1.31788330722e-05
 805.27839661 1.30557746016e-05
 806.27839661 1.2932716131e-05
 807.27839661 1.28096576604e-05
 808.27839661 1.26865991898e-05
 809.27839661 1.25635407191e-05
 810.27839661 1.24404822485e-05
 811.27839661 1.23174237779e-05
 812.27839661 1.21943653073e-05
 813.27839661 1.20713068367e-05
 814.27839661 1.19482483661e-05
 815.27839661 1.18251898954e-05
 816.27839661 1.17021314248e-05
 817.27839661 1.15790729542e-05
 818.27839661 1.14560144836e-05
 819.27839661 1.1332956013e-05
 820.27839661 1.12098975423e-05
 821.27839661 1.10868390717e-05
 822.27839661 1.09637806011e-05
 823.27839661 1.08407221305e-05
 824.27839661 1.07176636599e-05
 825.27839661 1.05946051892e-05
 826.27839661 1.04715467186e-05
 827.27839661 1.0348488248e-05
 828.27839661 1.02254297774e-05
 829.27839661 1.01023713068e-05
 830.27839661 9.97931283615e-06
 831.27839661 9.85625436553e-06
 832.27839661 9.73319589491e-06
 833.27839661 9.61013742429e-06
 834.27839661 9.48707895367e-06
 835.27839661 9.36402048306e-06
 836.27839661 9.24096201244e-06
 837.27839661 9.11790354182e-06
 838.27839661 8.9948450712e-06
 839.27839661 8.87178660058e-06
 840.27839661 8.74872812996e-06
 841.27839661 8.62566965934e-06
 842.27839661 8.50261118872e-06
 843.27839661 8.37955271811e-06
 844.27839661 8.25649424749e-06
 845.27839661 8.13343577687e-06
 846.27839661 8.01037730625e-06
 847.27839661 7.88731883563e-06
 848.27839661 7.76426036501e-06
 849.27839661 7.64120189439e-06
 850.27839661 7.51814342377e-06
 851.27839661 7.39508495315e-06
 852.27839661 7.27202648254e-06
 853.27839661 7.14896801192e-06
 854.27839661 7.0259095413e-06
 855.27839661 6.90285107068e-06
 856.27839661 6.77979260006e-06
 857.27839661 6.65673412944e-06
 858.27839661 6.53367565882e-06
 859.27839661 6.4106171882e-06
 860.27839661 6.28755871759e-06
 861.27839661 6.16450024697e-06
 862.27839661 6.04144177635e-06
 863.27839661 5.91838330573e-06
 864.27839661 5.79532483511e-06
 865.27839661 5.67226636449e-06
 866.27839661 5.54920789387e-06
 867.27839661 5.42614942325e-06
 868.27839661 5.30309095263e-06
 869.27839661 5.18003248202e-06
 870.27839661 5.0569740114e-06
 871.27839661 4.93391554078e-06
 872.27839661 4.81085707016e-06
 873.27839661 4.68779859954e-06
 874.27839661 4.56474012892e-06
 875.27839661 4.4416816583e-06
 876.27839661 4.31862318768e-06
 877.27839661 4.19556471706e-06
 878.27839661 4.07250624645e-06
 879.27839661 3.94944777583e-06
 880.27839661 3.82638930521e-06
 881.27839661 3.70333083459e-06
 882.27839661 3.58027236397e-06
 883.27839661 3.45721389335e-06
 884.27839661 3.33415542273e-06
 885.27839661 3.21109695211e-06
 886.27839661 3.0880384815e-06
 887.27839661 2.96498001088e-06
 888.27839661 2.84192154026e-06
 889.27839661 2.71886306964e-06
 890.27839661 2.59580459902e-06
 891.27839661 2.4727461284e-06
 892.27839661 2.34968765778e-06
 893.27839661 2.22662918716e-06
 894.27839661 2.10357071654e-06
 895.27839661 1.98051224593e-06
 896.27839661 1.85745377531e-06
 897.27839661 1.73439530469e-06
 898.27839661 1.61133683407e-06
 899.27839661 1.48827836345e-06
 900.27839661 1.36521989283e-06
 901.27839661 1.24216142221e-06
 902.27839661 1.11910295159e-06
 903.27839661 9.96044480976e-07
 904.27839661 8.72986010357e-07
 905.27839661 7.49927539738e-07
 906.27839661 6.26869069119e-07
 907.27839661 5.038105985e-07
 908.27839661 3.80752127881e-07
 909.27839661 2.57693657263e-07
 910.27839661 1.34635186644e-07
 911.27839661 1.15767160249e-08
 912.27839661 0.00258556716956
 913.27839661 0.00543963008529
 914.27839661 0.00628047347231
 915.27839661 0.00634937303188
 916.27839661 0.00641827259146
 917.27839661 0.00648717215104
 918.27839661 0.00655607171061
 919.27839661 0.00662497127019
 920.27839661 0.00669157359633
 921.27839661 0.00674723821226
 922.27839661 0.00680290282819
 923.27839661 0.00685856744412
 924.27839661 0.00691423206005
 925.27839661 0.00696989667598
 926.27839661 0.00702556129191
 927.27839661 0.00708122590784
 928.27839661 0.00713689052377
 929.27839661 0.0071925551397
 930.27839661 0.00724821975563
 931.27839661 0.00730388437156
 932.27839661 0.00735954898749
 933.27839661 0.00741521360342
 934.27839661 0.00747087821935
 935.27839661 0.00752654283528
 936.27839661 0.00758220745121
 937.27839661 0.00763787206715
 938.27839661 0.00769353668308
 939.27839661 0.00774920129901
 940.27839661 0.00780486591494
 941.27839661 0.00786053053087
 942.27839661 0.0079161951468
 943.27839661 0.00797185976273
 944.27839661 0.00802752437866
 945.27839661 0.00808318899459
 946.27839661 0.00813885361052
 947.27839661 0.00819451822645
 948.27839661 0.00825018284238
 949.27839661 0.00830584745831
 950.27839661 0.00836151207424
 951.27839661 0.00841717669017
 952.27839661 0.0084728413061
 953.27839661 0.00852850592204
 954.27839661 0.00858417053797
 955.27839661 0.0086398351539
 956.27839661 0.00869549976983
 957.27839661 0.00875116438576
 958.27839661 0.00880682900169
 959.27839661 0.00886249361762
 960.27839661 0.00891815823355
 961.27839661 0.00897382284948
 962.27839661 0.00902948746541
 963.27839661 0.00908515208134
 964.27839661 0.00914081669727
 965.27839661 0.0091964813132
 966.27839661 0.00925214592913
 967.27839661 0.00930781054506
 968.27839661 0.00936347516099
 969.27839661 0.00941913977692
 970.27839661 0.00947480439286
 971.27839661 0.00953046900879
 972.27839661 0.00958613362472
 973.27839661 0.00964179824065
 974.27839661 0.00969746285658
 975.27839661 0.00975312747251
 976.27839661 0.00980879208844
 977.27839661 0.00986445670437
 978.27839661 0.0099201213203
 979.27839661 0.00997578593623
 980.27839661 0.0100314505522
 981.27839661 0.0100871151681
 982.27839661 0.010142779784
 983.27839661 0.0101984444
 984.27839661 0.0102541090159
 985.27839661 0.0103097736318
 986.27839661 0.0103654382477
 987.27839661 0.0104211028637
 988.27839661 0.0104767674796
 989.27839661 0.0105324320955
 990.27839661 0.0105880967115
 991.27839661 0.0106437613274
 992.27839661 0.0106994259433
 993.27839661 0.0107550905593
 994.27839661 0.0108107551752
 995.27839661 0.0108664197911
 996.27839661 0.0109220844071
 997.27839661 0.010977749023
 998.27839661 0.0110334136389
 999.27839661 0.0110890782548
 1000.27839661 0.0111447428708
 1001.27839661 0.0112004074867
 1002.27839661 0.0112560721026
 1003.27839661 0.0113117367186
 1004.27839661 0.0113674013345
 1005.27839661 0.0114230659504
 1006.27839661 0.0114787305664
 1007.27839661 0.0115343951823
 1008.27839661 0.0115900597982
 1009.27839661 0.0116457244141
 1010.27839661 0.0117013890301
 1011.27839661 0.011757053646
 1012.27839661 0.0118127182619
 1013.27839661 0.0118683828779
 1014.27839661 0.0119240474938
 1015.27839661 0.0119797121097
 1016.27839661 0.0120353767257
 1017.27839661 0.0120910413416
